Variable,Value
"Judges, Court_Porto, Municipality_Porto, Bench_Labor",1.0
"Judges, Court_Porto, Municipality_Porto, Bench_Local Civil",1.0
"Judges, Court_Porto, Municipality_Porto, Bench_Local Criminal",1.0
"Judges, Court_Porto, Municipality_Porto, Bench_Small Criminal",1.0
"Judges, Court_Porto, Municipality_Povoa de Varzim, Bench_Central Civil",1.0
"Judges, Court_Porto, Municipality_Povoa de Varzim, Bench_Local Civil",1.0
"Judges, Court_Porto, Municipality_Povoa de Varzim, Bench_Local Criminal",131.0
"Judges, Court_Porto, Municipality_Santo Tirso, Bench_Commerce",1.0
"Judges, Court_Porto, Municipality_Santo Tirso, Bench_Family and Minors",1.0
"Judges, Court_Porto, Municipality_Santo Tirso, Bench_Local Civil",1.0
"Judges, Court_Porto, Municipality_Santo Tirso, Bench_Local Criminal",1.0
"Judges, Court_Porto, Municipality_Valongo, Bench_Execution",1.0
"Judges, Court_Porto, Municipality_Valongo, Bench_Labor",1.0
"Judges, Court_Porto, Municipality_Valongo, Bench_Local Civil",1.0
"Judges, Court_Porto, Municipality_Valongo, Bench_Local Criminal",1.0
"Judges, Court_Porto, Municipality_Vila Nova de Gaia, Bench_Central Civil",1.0
"Judges, Court_Porto, Municipality_Vila Nova de Gaia, Bench_Central Criminal",1.0
"Judges, Court_Porto, Municipality_Vila Nova de Gaia, Bench_Commerce",1.0
"Judges, Court_Porto, Municipality_Vila Nova de Gaia, Bench_Family and Minors",1.0
"Judges, Court_Porto, Municipality_Vila Nova de Gaia, Bench_Labor",1.0
"Judges, Court_Porto, Municipality_Vila Nova de Gaia, Bench_Local Civil",1.0
"Judges, Court_Porto, Municipality_Vila Nova de Gaia, Bench_Local Criminal",1.0
"Judges, Court_Porto, Municipality_Vila do Conde, Bench_Central Criminal",1.0
"Judges, Court_Porto, Municipality_Vila do Conde, Bench_Family and Minors",1.0
"Judges, Court_Porto, Municipality_Vila do Conde, Bench_Local Civil",1.0
"Judges, Court_Porto, Municipality_Vila do Conde, Bench_Local Criminal",1.0
"Judges, Court_Porto Este, Municipality_Amarante, Bench_Commerce",1.0
"Judges, Court_Porto Este, Municipality_Amarante, Bench_Local Civil",1.0
"Judges, Court_Porto Este, Municipality_Amarante, Bench_Local Criminal",1.0
"Judges, Court_Porto Este, Municipality_Baiao, Bench_Generic",1.0
"Judges, Court_Porto Este, Municipality_Felgueiras, Bench_Local Civil",1.0
"Judges, Court_Porto Este, Municipality_Felgueiras, Bench_Local Criminal",1.0
"Judges, Court_Porto Este, Municipality_Lousada, Bench_Execution",1.0
"Judges, Court_Porto Este, Municipality_Lousada, Bench_Local Civil",1.0
"Judges, Court_Porto Este, Municipality_Lousada, Bench_Local Criminal",1.0
"Judges, Court_Porto Este, Municipality_Marco de Canaveses, Bench_Family and Minors",1.0
"Judges, Court_Porto Este, Municipality_Marco de Canaveses, Bench_Local Civil",1.0
"Judges, Court_Porto Este, Municipality_Marco de Canaveses, Bench_Local Criminal",1.0
"Judges, Court_Porto Este, Municipality_Pacos de Ferreira, Bench_Local Civil",1.0
"Judges, Court_Porto Este, Municipality_Pacos de Ferreira, Bench_Local Criminal",1.0
"Judges, Court_Porto Este, Municipality_Paredes, Bench_Family and Minors",1.0
"Judges, Court_Porto Este, Municipality_Paredes, Bench_Local Civil",1.0
"Judges, Court_Porto Este, Municipality_Paredes, Bench_Local Criminal",1.0
"Judges, Court_Porto Este, Municipality_Penafiel, Bench_Central Civil",1.0
"Judges, Court_Porto Este, Municipality_Penafiel, Bench_Central Criminal",1.0
"Judges, Court_Porto Este, Municipality_Penafiel, Bench_Criminal Instruction",1.0
"Judges, Court_Porto Este, Municipality_Penafiel, Bench_Labor",1.0
"Judges, Court_Porto Este, Municipality_Penafiel, Bench_Local Civil",1.0
"Judges, Court_Porto Este, Municipality_Penafiel, Bench_Local Criminal",24.0
"Judges, Court_Santarem, Municipality_Abrantes, Bench_Family and Minors",1.0
"Judges, Court_Santarem, Municipality_Abrantes, Bench_Local Civil",1.0
"Judges, Court_Santarem, Municipality_Abrantes, Bench_Local Criminal",1.0
"Judges, Court_Santarem, Municipality_Almeirim, Bench_Generic",1.0
"Judges, Court_Santarem, Municipality_Benavente, Bench_Local Civil",1.0
"Judges, Court_Santarem, Municipality_Benavente, Bench_Local Criminal",1.0
"Judges, Court_Santarem, Municipality_Cartaxo, Bench_Generic",1.0
"Judges, Court_Santarem, Municipality_Coruche, Bench_Generic",1.0
"Judges, Court_Santarem, Municipality_Entroncamento, Bench_Execution",1.0
"Judges, Court_Santarem, Municipality_Entroncamento, Bench_Generic",1.0
"Judges, Court_Santarem, Municipality_Ourem, Bench_Local Civil",1.0
"Judges, Court_Santarem, Municipality_Ourem, Bench_Local Criminal",1.0
"Judges, Court_Santarem, Municipality_Rio Maior, Bench_Generic",1.0
"Judges, Court_Santarem, Municipality_Santarem, Bench_Central Civil",1.0
"Judges, Court_Santarem, Municipality_Santarem, Bench_Central Criminal",1.0
"Judges, Court_Santarem, Municipality_Santarem, Bench_Commerce",1.0
"Judges, Court_Santarem, Municipality_Santarem, Bench_Criminal Instruction",1.0
"Judges, Court_Santarem, Municipality_Santarem, Bench_Family and Minors",1.0
"Judges, Court_Santarem, Municipality_Santarem, Bench_Labor",1.0
"Judges, Court_Santarem, Municipality_Santarem, Bench_Local Civil",1.0
"Judges, Court_Santarem, Municipality_Santarem, Bench_Local Criminal",1.0
"Judges, Court_Santarem, Municipality_Tomar, Bench_Family and Minors",1.0
"Judges, Court_Santarem, Municipality_Tomar, Bench_Labor",1.0
"Judges, Court_Santarem, Municipality_Tomar, Bench_Local Civil",1.0
"Judges, Court_Santarem, Municipality_Tomar, Bench_Local Criminal",1.0
"Judges, Court_Santarem, Municipality_Torres Novas, Bench_Local Civil",1.0
"Judges, Court_Santarem, Municipality_Torres Novas, Bench_Local Criminal",23.0
"Judges, Court_Setubal, Municipality_Santiago do Cacem, Bench_Family and Minors",1.0
"Judges, Court_Setubal, Municipality_Sesimbra, Bench_Generic",1.0
"Judges, Court_Setubal, Municipality_Setubal, Bench_Central Civil",1.0
"Judges, Court_Setubal, Municipality_Setubal, Bench_Central Criminal",1.0
"Judges, Court_Setubal, Municipality_Setubal, Bench_Commerce",1.0
"Judges, Court_Setubal, Municipality_Setubal, Bench_Criminal Instruction",1.0
"Judges, Court_Setubal, Municipality_Setubal, Bench_Execution",1.0
"Judges, Court_Setubal, Municipality_Setubal, Bench_Family and Minors",1.0
"Judges, Court_Setubal, Municipality_Setubal, Bench_Labor",1.0
"Judges, Court_Setubal, Municipality_Setubal, Bench_Local Civil",1.0
"Judges, Court_Setubal, Municipality_Setubal, Bench_Local Criminal",1.0
"Judges, Court_Setubal, Municipality_Sines, Bench_Labor",19.0
"Judges, Court_Viana do Castelo, Municipality_Arcos de Valdevez, Bench_Local Civil",11.0
"Judges, Court_Viana do Castelo, Municipality_Arcos de Valdevez, Bench_Local Criminal",1.0
"Judges, Court_Viana do Castelo, Municipality_Caminha, Bench_Generic",1.0
"Judges, Court_Viana do Castelo, Municipality_Melgaco, Bench_Generic",1.0
"Judges, Court_Viana do Castelo, Municipality_Moncao, Bench_Generic",1.0
"Judges, Court_Viana do Castelo, Municipality_Paredes de Coura, Bench_Generic",1.0
"Judges, Court_Viana do Castelo, Municipality_Ponte da Barca, Bench_Local Civil",1.0
"Judges, Court_Viana do Castelo, Municipality_Ponte da Barca, Bench_Local Criminal",1.0
"Judges, Court_Viana do Castelo, Municipality_Ponte de Lima, Bench_Local Civil",1.0
"Judges, Court_Viana do Castelo, Municipality_Ponte de Lima, Bench_Local Criminal",1.0
"Judges, Court_Viana do Castelo, Municipality_Valenca, Bench_Generic",1.0
"Judges, Court_Viana do Castelo, Municipality_Viana do Castelo, Bench_Central Civil",1.0
"Judges, Court_Viana do Castelo, Municipality_Viana do Castelo, Bench_Central Criminal",1.0
"Judges, Court_Viana do Castelo, Municipality_Viana do Castelo, Bench_Commerce",1.0
"Judges, Court_Viana do Castelo, Municipality_Viana do Castelo, Bench_Criminal Instruction",1.0
"Judges, Court_Viana do Castelo, Municipality_Viana do Castelo, Bench_Family and Minors",1.0
"Judges, Court_Viana do Castelo, Municipality_Viana do Castelo, Bench_Labor",1.0
"Judges, Court_Viana do Castelo, Municipality_Viana do Castelo, Bench_Local Civil",1.0
"Judges, Court_Viana do Castelo, Municipality_Viana do Castelo, Bench_Local Criminal",1.0
"Judges, Court_Viana do Castelo, Municipality_Vila Nova de Cerveira, Bench_Generic",1.0
"Judges, Court_Vila Real, Municipality_Alijo, Bench_Generic",1.0
"Judges, Court_Vila Real, Municipality_Chaves, Bench_Execution",8.0
"Judges, Court_Vila Real, Municipality_Chaves, Bench_Local Civil",1.0
"Judges, Court_Vila Real, Municipality_Chaves, Bench_Local Criminal",1.0
"Judges, Court_Vila Real, Municipality_Montalegre, Bench_Generic",1.0
"Judges, Court_Vila Real, Municipality_Peso da Regua, Bench_Local Civil",1.0
"Judges, Court_Vila Real, Municipality_Peso da Regua, Bench_Local Criminal",1.0
"Judges, Court_Vila Real, Municipality_Valpacos, Bench_Generic",1.0
"Judges, Court_Vila Real, Municipality_Vila Pouca de Aguiar, Bench_Generic",1.0
"Judges, Court_Vila Real, Municipality_Vila Real, Bench_Central Civil",1.0
"Judges, Court_Vila Real, Municipality_Vila Real, Bench_Central Criminal",1.0
"Judges, Court_Vila Real, Municipality_Vila Real, Bench_Commerce",1.0
"Judges, Court_Vila Real, Municipality_Vila Real, Bench_Family and Minors",1.0
"Judges, Court_Vila Real, Municipality_Vila Real, Bench_Labor",1.0
"Judges, Court_Vila Real, Municipality_Vila Real, Bench_Local Civil",1.0
"Judges, Court_Vila Real, Municipality_Vila Real, Bench_Local Criminal",1.0
"Judges, Court_Viseu, Municipality_Castro Daire, Bench_Generic",1.0
"Judges, Court_Viseu, Municipality_Cinfaes, Bench_Generic",1.0
"Judges, Court_Viseu, Municipality_Lamego, Bench_Family and Minors",1.0
"Judges, Court_Viseu, Municipality_Lamego, Bench_Labor",1.0
"Judges, Court_Viseu, Municipality_Lamego, Bench_Local Civil",1.0
"Judges, Court_Viseu, Municipality_Lamego, Bench_Local Criminal",1.0
"Judges, Court_Viseu, Municipality_Mangualde, Bench_Generic",1.0
"Judges, Court_Viseu, Municipality_Moimenta da Beira, Bench_Generic",1.0
"Judges, Court_Viseu, Municipality_Nelas, Bench_Generic",1.0
"Judges, Court_Viseu, Municipality_Oliveira de Frades, Bench_Generic",1.0
"Judges, Court_Viseu, Municipality_Santa Comba Dao, Bench_Generic",1.0
"Judges, Court_Viseu, Municipality_Sao Pedro do Sul, Bench_Generic",1.0
"Judges, Court_Viseu, Municipality_Satao, Bench_Generic",1.0
"Judges, Court_Viseu, Municipality_Tondela, Bench_Generic",15.0
"Judges, Court_Viseu, Municipality_Viseu, Bench_Central Civil",1.0
"Judges, Court_Viseu, Municipality_Viseu, Bench_Central Criminal",1.0
"Judges, Court_Viseu, Municipality_Viseu, Bench_Commerce",1.0
"Judges, Court_Viseu, Municipality_Viseu, Bench_Criminal Instruction",1.0
"Judges, Court_Viseu, Municipality_Viseu, Bench_Execution",1.0
"Judges, Court_Viseu, Municipality_Viseu, Bench_Family and Minors",1.0
"Judges, Court_Viseu, Municipality_Viseu, Bench_Labor",1.0
"Judges, Court_Viseu, Municipality_Viseu, Bench_Local Civil",1.0
"Judges, Court_Viseu, Municipality_Viseu, Bench_Local Criminal",1.0
"Justice Secretary, Court_Acores, Municipality_Angra do Heroismo, Bench_Central Civil and Criminal",-0.0
"Justice Secretary, Court_Acores, Municipality_Angra do Heroismo, Bench_Local Civil",-0.0
"Justice Secretary, Court_Acores, Municipality_Angra do Heroismo, Bench_Local Criminal",-0.0
"Justice Secretary, Court_Acores, Municipality_Horta, Bench_Generic",-0.0
"Justice Secretary, Court_Acores, Municipality_Ponta Delgada, Bench_Central Civil and Criminal",-0.0
"Justice Secretary, Court_Acores, Municipality_Ponta Delgada, Bench_Criminal Instruction",-0.0
"Justice Secretary, Court_Acores, Municipality_Ponta Delgada, Bench_Family and Minors",-0.0
"Justice Secretary, Court_Acores, Municipality_Ponta Delgada, Bench_Labor",-0.0
"Justice Secretary, Court_Acores, Municipality_Ponta Delgada, Bench_Local Civil",-0.0
"Justice Secretary, Court_Acores, Municipality_Ponta Delgada, Bench_Local Criminal",-0.0
"Justice Secretary, Court_Acores, Municipality_Ribeira Grande, Bench_Local Civil",-0.0
"Justice Secretary, Court_Acores, Municipality_Ribeira Grande, Bench_Local Criminal",-0.0
"Justice Secretary, Court_Acores, Municipality_Santa Cruz  Graciosa (R.A.A), Bench_Generic",-0.0
"Justice Secretary, Court_Acores, Municipality_Santa Cruz das Flores, Bench_Generic",-0.0
"Justice Secretary, Court_Acores, Municipality_Sao Roque do Pico, Bench_Generic",-0.0
"Justice Secretary, Court_Acores, Municipality_Velas (R.A.A.), Bench_Generic",-0.0
"Justice Secretary, Court_Acores, Municipality_Vila Franca do Campo, Bench_Generic",-0.0
"Justice Secretary, Court_Acores, Municipality_Vila Praia da Vitoria, Bench_Family/Minors and Labor",-0.0
"Justice Secretary, Court_Acores, Municipality_Vila Praia da Vitoria, Bench_Generic",-0.0
"Justice Secretary, Court_Acores, Municipality_Vila do Porto, Bench_Generic",-0.0
"Justice Secretary, Court_Aveiro, Municipality_Agueda, Bench_Execution",-0.0
"Justice Secretary, Court_Aveiro, Municipality_Agueda, Bench_Labor",-0.0
"Justice Secretary, Court_Aveiro, Municipality_Agueda, Bench_Local Civil",-0.0
"Justice Secretary, Court_Aveiro, Municipality_Agueda, Bench_Local Criminal",-0.0
"Justice Secretary, Court_Aveiro, Municipality_Albergaria-a-Velha, Bench_Generic",-0.0
"Justice Secretary, Court_Aveiro, Municipality_Anadia, Bench_Generic",-0.0
"Justice Secretary, Court_Aveiro, Municipality_Arouca, Bench_Generic",-0.0
"Justice Secretary, Court_Aveiro, Municipality_Aveiro, Bench_Central Civil",-0.0
"Justice Secretary, Court_Aveiro, Municipality_Aveiro, Bench_Central Criminal",-0.0
"Justice Secretary, Court_Aveiro, Municipality_Aveiro, Bench_Commerce",-0.0
"Justice Secretary, Court_Aveiro, Municipality_Aveiro, Bench_Criminal Instruction",-0.0
"Justice Secretary, Court_Aveiro, Municipality_Aveiro, Bench_Family and Minors",-0.0
"Justice Secretary, Court_Aveiro, Municipality_Aveiro, Bench_Labor",-0.0
"Justice Secretary, Court_Aveiro, Municipality_Aveiro, Bench_Local Civil",-0.0
"Justice Secretary, Court_Aveiro, Municipality_Aveiro, Bench_Local Criminal",-0.0
"Justice Secretary, Court_Aveiro, Municipality_Castelo de Paiva, Bench_Generic",-0.0
"Justice Secretary, Court_Aveiro, Municipality_Espinho, Bench_Generic",-0.0
"Justice Secretary, Court_Aveiro, Municipality_Estarreja, Bench_Family and Minors",-0.0
"Justice Secretary, Court_Aveiro, Municipality_Estarreja, Bench_Generic",-0.0
"Justice Secretary, Court_Aveiro, Municipality_Ilhavo, Bench_Generic",-0.0
"Justice Secretary, Court_Aveiro, Municipality_Mealhada, Bench_Generic",-0.0
"Justice Secretary, Court_Aveiro, Municipality_Oliveira de Azemeis, Bench_Commerce",-0.0
"Justice Secretary, Court_Aveiro, Municipality_Oliveira de Azemeis, Bench_Execution",-0.0
"Justice Secretary, Court_Aveiro, Municipality_Oliveira de Azemeis, Bench_Labor",-0.0
"Justice Secretary, Court_Aveiro, Municipality_Oliveira de Azemeis, Bench_Local Civil",-0.0
"Justice Secretary, Court_Aveiro, Municipality_Oliveira de Azemeis, Bench_Local Criminal",-0.0
"Justice Secretary, Court_Aveiro, Municipality_Oliveira do Bairro, Bench_Family and Minors",-0.0
"Justice Secretary, Court_Aveiro, Municipality_Oliveira do Bairro, Bench_Generic",-0.0
"Justice Secretary, Court_Aveiro, Municipality_Ovar, Bench_Execution",-0.0
"Justice Secretary, Court_Aveiro, Municipality_Ovar, Bench_Local Civil",-0.0
"Justice Secretary, Court_Aveiro, Municipality_Ovar, Bench_Local Criminal",-0.0
"Justice Secretary, Court_Aveiro, Municipality_Santa Maria da Feira, Bench_Central Civil",-0.0
"Justice Secretary, Court_Aveiro, Municipality_Santa Maria da Feira, Bench_Central Criminal",-0.0
"Justice Secretary, Court_Aveiro, Municipality_Santa Maria da Feira, Bench_Criminal Instruction",-0.0
"Justice Secretary, Court_Aveiro, Municipality_Santa Maria da Feira, Bench_Family and Minors",-0.0
"Justice Secretary, Court_Aveiro, Municipality_Santa Maria da Feira, Bench_Labor",-0.0
"Justice Secretary, Court_Aveiro, Municipality_Santa Maria da Feira, Bench_Local Civil",-0.0
"Justice Secretary, Court_Aveiro, Municipality_Santa Maria da Feira, Bench_Local Criminal",-0.0
"Justice Secretary, Court_Aveiro, Municipality_Sao Joao da Madeira, Bench_Family and Minors",-0.0
"Justice Secretary, Court_Aveiro, Municipality_Sao Joao da Madeira, Bench_Generic",-0.0
"Justice Secretary, Court_Aveiro, Municipality_Vagos, Bench_Generic",-0.0
"Justice Secretary, Court_Aveiro, Municipality_Vale de Cambra, Bench_Generic",-0.0
"Justice Secretary, Court_Beja, Municipality_Almodovar, Bench_Generic",0.0
"Justice Secretary, Court_Beja, Municipality_Beja, Bench_Central Civil and Criminal",0.0
"Justice Secretary, Court_Beja, Municipality_Beja, Bench_Family and Minors",0.0
"Justice Secretary, Court_Beja, Municipality_Beja, Bench_Labor",0.0
"Justice Secretary, Court_Beja, Municipality_Beja, Bench_Local Civil",0.0
"Justice Secretary, Court_Beja, Municipality_Beja, Bench_Local Criminal",0.0
"Justice Secretary, Court_Beja, Municipality_Cuba, Bench_Generic",0.0
"Justice Secretary, Court_Beja, Municipality_Ferreira do Alentejo, Bench_Generic",0.0
"Justice Secretary, Court_Beja, Municipality_Moura, Bench_Generic",0.0
"Justice Secretary, Court_Beja, Municipality_Odemira, Bench_Generic",0.0
"Justice Secretary, Court_Beja, Municipality_Ourique, Bench_Generic",0.0
"Justice Secretary, Court_Beja, Municipality_Serpa, Bench_Generic",0.0
"Justice Secretary, Court_Braga, Municipality_Amares, Bench_Local Civil",-0.0
"Justice Secretary, Court_Braga, Municipality_Amares, Bench_Local Criminal",-0.0
"Justice Secretary, Court_Braga, Municipality_Barcelos, Bench_Family and Minors",-0.0
"Justice Secretary, Court_Braga, Municipality_Barcelos, Bench_Labor",-0.0
"Justice Secretary, Court_Braga, Municipality_Barcelos, Bench_Local Civil",-0.0
"Justice Secretary, Court_Braga, Municipality_Barcelos, Bench_Local Criminal",-0.0
"Justice Secretary, Court_Braga, Municipality_Braga, Bench_Central Civil",-0.0
"Justice Secretary, Court_Braga, Municipality_Braga, Bench_Central Criminal",-0.0
"Justice Secretary, Court_Braga, Municipality_Braga, Bench_Criminal Instruction",-0.0
"Justice Secretary, Court_Braga, Municipality_Braga, Bench_Family and Minors",-0.0
"Justice Secretary, Court_Braga, Municipality_Braga, Bench_Labor",-0.0
"Justice Secretary, Court_Braga, Municipality_Braga, Bench_Local Civil",-0.0
"Justice Secretary, Court_Braga, Municipality_Braga, Bench_Local Criminal",-0.0
"Justice Secretary, Court_Braga, Municipality_Cabeceiras de Basto, Bench_Generic",-0.0
"Justice Secretary, Court_Braga, Municipality_Celorico de Basto, Bench_Generic",-0.0
"Justice Secretary, Court_Braga, Municipality_Esposende, Bench_Generic",-0.0
"Justice Secretary, Court_Braga, Municipality_Fafe, Bench_Family and Minors",-0.0
"Justice Secretary, Court_Braga, Municipality_Fafe, Bench_Local Civil",-0.0
"Justice Secretary, Court_Braga, Municipality_Fafe, Bench_Local Criminal",-0.0
"Justice Secretary, Court_Braga, Municipality_Guimaraes, Bench_Central Civil",-0.0
"Justice Secretary, Court_Braga, Municipality_Guimaraes, Bench_Central Criminal",-0.0
"Justice Secretary, Court_Braga, Municipality_Guimaraes, Bench_Commerce",-0.0
"Justice Secretary, Court_Braga, Municipality_Guimaraes, Bench_Criminal Instruction",-0.0
"Justice Secretary, Court_Braga, Municipality_Guimaraes, Bench_Execution",-0.0
"Justice Secretary, Court_Braga, Municipality_Guimaraes, Bench_Family and Minors",-0.0
"Justice Secretary, Court_Braga, Municipality_Guimaraes, Bench_Labor",-0.0
"Justice Secretary, Court_Braga, Municipality_Guimaraes, Bench_Local Civil",-0.0
